taxID
9606
1464
28901
9
1496
1653831
47735
1773
632
329
287
542
1280
445696
445700
2734106
1542477
445686
536453
268747
1079999
1283076
536466
2734140
2734115
929832
2734148
2734116
444860
2734095
2734127
2734145
2733930
268748
1340810
536444
445685
238854
1883368
444862
2734103
555387
2734134
2734111
1493513
382359
1493510
1278479
1493509
1883365
1026955
1815521
1079998
1493512
754038
2734078
1278402
2734097
2734151
2734152
2734085
2734149
2734122
2734079
2734083
2734102
2734123
2734147
869662
2733966
2733964
2733963
2733962
2733921
2733940
2733897
2733942
889954
1283077
455364
933845
251749
2733948
1868660
2733945
2733906
2733907
1474867
948071
2733944
1883367
2734114
2734113
2601643
2734088
2733967
2733960
2733957
889955
2734048
2023057
1094892
1513235
985782
1586712
1493514
1880590
2560849
2560751
2560400
1084719
2733953
2733924
2733889
2733642
2733943
2733949
2733950
2733931
2733920
438482
2733894
2733968
2593638
2560539
2560546
1978922
28304
180230
880161
755272
46021
322019
97195
1128151
212035
256729
1329402
304399
28321
1179664
10288
1993630
62099
83191
10497
1850906
56947
2107709
1349409
2107708
1605721
1349410
2107707
1923160
948870
1852628
1980960
2560545
2560286
2560463
2733937
1918720
2734053
2041210
1940555
345195
176652
336486
1076255
67082
39444
10276
1993631
227507
307461
552509
1513530
1357714
1049283
1852625
2732779
1273711
2488571
10381
2059380
2501927
1932881
2747309
1914021
879630
2678601
658401
298338
10353
93386
1663209
1586713
1663208
754064
373996
10506
1910969
1986034
2733959
2733929
190478
12336
1463812
1918193
1980962
2734046
317858
381899
181082
2035708
44088
648998
1450746
1678078
10454
10456
2083176
2560521
2072209
1546257
2057187
342409
2169841
10345
10449
2560628
548914
39640
1914020
2170215
307467
928289
331278
2732782
1826170
59376
999883
1391455
1327981
345585
1429794
1327935
260149
2560436
2734084
1983541
2250335
2608320
2560651
1785960
10371
1785753
1917232
2025360
10256
2170144
29250
2507854
1636724
208013
1985340
1921528
1775140
1922246
2060092
2060093
696472
880162
1285589
754075
1985177
1301280
1379695
1982298
10372
2004966
2734570
2712958
101850
1908807
99000
1190451
55510
447897
74320
1636250
1572712
1255301
1985337
2560752
1922330
926474
1220717
2734279
2560835
1586714
129727
1750712
1983547
2560562
